时间,开盘,最高,最低,收盘
2025-08-19 09:02:00,153.82,154.09,151.59,151.96
2025-08-19 09:03:00,151.96,152.0,151.77,151.86
2025-08-19 09:04:00,151.86,151.99,150.7,150.94
2025-08-19 09:05:00,150.94,151.14,149.38,149.72
2025-08-19 09:06:00,149.72,152.46,149.46,151.96
2025-08-19 09:07:00,151.96,152.55,148.96,149.53
2025-08-19 09:08:00,149.53,149.72,147.59,147.72
2025-08-19 09:09:00,147.72,148.41,147.68,148.37
2025-08-19 09:10:00,148.37,149.85,148.06,149.26
2025-08-19 09:11:00,149.26,150.24,145.96,147.01
2025-08-19 09:12:00,147.01,147.25,143.47,144.67
2025-08-19 09:13:00,144.67,144.84,141.38,142.22
2025-08-19 09:14:00,142.22,145.39,141.72,143.94
2025-08-19 09:15:00,143.94,145.14,143.69,144.92
2025-08-19 09:16:00,144.92,146.19,141.02,142.44
2025-08-19 09:17:00,142.44,142.83,140.48,140.76
2025-08-19 09:18:00,140.76,141.57,138.11,138.56
2025-08-19 09:19:00,138.56,139.07,136.7,137.09
2025-08-19 09:20:00,137.09,137.1,137.05,137.06
2025-08-19 09:21:00,137.06,137.3,134.67,135.47
2025-08-19 09:22:00,135.47,136.18,131.84,132.99
2025-08-19 09:23:00,132.99,134.7,132.36,134.52
2025-08-19 09:24:00,134.52,135.07,134.5,135.06
2025-08-19 09:25:00,135.06,135.5,134.97,135.46
2025-08-19 09:26:00,135.46,139.59,134.89,138.08
2025-08-19 09:27:00,138.08,138.73,135.04,135.67
2025-08-19 09:28:00,135.67,137.01,135.25,136.94
2025-08-19 09:29:00,136.94,140.08,136.51,139.51
2025-08-19 09:30:00,139.51,142.89,139.29,141.6
2025-08-19 09:31:00,141.6,141.97,140.35,140.59
2025-08-19 09:32:00,140.59,140.86,136.53,138.17
2025-08-19 09:33:00,138.17,139.98,137.99,139.76
2025-08-19 09:34:00,139.76,139.89,136.92,137.64
2025-08-19 09:35:00,137.64,140.59,136.94,139.67
2025-08-19 09:36:00,139.67,142.51,139.32,141.56
2025-08-19 09:37:00,141.56,141.76,139.68,139.77
2025-08-19 09:38:00,139.77,140.34,137.06,137.76
2025-08-19 09:39:00,137.76,137.82,133.53,135.21
2025-08-19 09:40:00,135.21,135.61,133.48,134.13
2025-08-19 09:41:00,134.13,135.23,133.96,135.12
2025-08-19 09:42:00,135.12,135.55,132.83,133.36
2025-08-19 09:43:00,133.36,133.45,132.78,132.95
2025-08-19 09:44:00,132.95,133.14,132.45,132.55
2025-08-19 09:45:00,132.55,132.71,131.32,131.75
2025-08-19 09:46:00,131.75,131.84,131.2,131.39
2025-08-19 09:47:00,131.39,132.7,130.88,132.56
2025-08-19 09:48:00,132.56,133.44,132.38,133.42
2025-08-19 09:49:00,133.42,134.25,131.21,131.22
2025-08-19 09:50:00,131.22,131.28,127.85,129.17
2025-08-19 09:51:00,129.17,129.38,126.71,127.06
2025-08-19 09:52:00,127.06,127.77,126.9,127.62
2025-08-19 09:53:00,127.62,129.37,127.46,129.07
2025-08-19 09:54:00,129.07,131.86,129.06,130.59
2025-08-19 09:55:00,130.59,130.88,128.05,128.79
2025-08-19 09:56:00,128.79,131.74,128.26,131.05
2025-08-19 09:57:00,131.05,131.69,128.64,128.93
2025-08-19 09:58:00,128.93,129.16,127.16,127.59
2025-08-19 09:59:00,127.59,127.86,125.97,126.18
2025-08-19 10:00:00,126.18,126.24,125.68,125.89
2025-08-19 10:01:00,125.89,125.9,125.68,125.74
2025-08-19 10:02:00,125.74,126.41,122.86,123.28
2025-08-19 10:03:00,123.28,123.98,123.17,123.69
2025-08-19 10:04:00,123.69,125.91,123.42,124.83
2025-08-19 10:05:00,124.83,125.06,124.13,124.14
2025-08-19 10:06:00,124.14,124.16,122.23,122.74
2025-08-19 10:07:00,122.74,122.95,121.35,121.8
2025-08-19 10:08:00,121.8,122.77,121.59,122.63
2025-08-19 10:09:00,122.63,124.84,121.65,124.4
2025-08-19 10:10:00,124.4,124.43,123.8,123.95
2025-08-19 10:11:00,123.95,124.84,120.7,121.5
2025-08-19 10:12:00,121.5,122.21,118.67,119.35
2025-08-19 10:13:00,119.35,121.63,119.22,120.98
2025-08-19 10:14:00,120.98,121.01,120.61,120.71
2025-08-19 10:15:00,120.71,123.67,120.11,122.64
2025-08-19 10:16:00,122.64,124.45,122.55,124.19
2025-08-19 10:17:00,124.19,125.25,123.93,124.93
2025-08-19 10:18:00,124.93,125.05,122.36,122.64
2025-08-19 10:19:00,122.64,122.69,122.39,122.46
2025-08-19 10:20:00,122.46,122.94,120.63,120.95
2025-08-19 10:21:00,120.95,121.01,119.32,119.78
2025-08-19 10:22:00,119.78,121.8,119.59,121.66
2025-08-19 10:23:00,121.66,124.32,121.34,123.53
2025-08-19 10:24:00,123.53,123.58,123.25,123.27
2025-08-19 10:25:00,123.27,124.12,123.25,123.89
2025-08-19 10:26:00,123.89,124.1,122.15,122.48
2025-08-19 10:27:00,122.48,122.65,120.14,120.53
2025-08-19 10:28:00,120.53,120.97,120.53,120.88
2025-08-19 10:29:00,120.88,121.15,120.86,121.07
2025-08-19 10:30:00,121.07,121.23,117.69,118.92
2025-08-19 10:31:00,118.92,119.26,116.39,117.41
2025-08-19 10:32:00,117.41,117.48,117.14,117.18
2025-08-19 10:33:00,117.18,117.38,114.18,115.23
2025-08-19 10:34:00,115.23,116.17,112.56,113.32
2025-08-19 10:35:00,113.32,113.38,112.9,112.95
2025-08-19 10:36:00,112.95,112.97,110.72,110.8
2025-08-19 10:37:00,110.8,112.25,110.43,112.0
2025-08-19 10:38:00,112.0,114.69,111.3,113.61
2025-08-19 10:39:00,113.61,113.79,111.31,111.71
2025-08-19 10:40:00,111.71,112.32,108.29,109.67
2025-08-19 10:41:00,109.67,109.97,108.71,108.87
2025-08-19 10:42:00,108.87,110.05,108.38,109.91
2025-08-19 10:43:00,109.91,109.91,109.66,109.74
2025-08-19 10:44:00,109.74,110.3,109.68,110.26
2025-08-19 10:45:00,110.26,110.3,110.02,110.07
2025-08-19 10:46:00,110.07,112.36,109.73,111.49
2025-08-19 10:47:00,111.49,111.54,111.06,111.15
2025-08-19 10:48:00,111.15,111.71,107.82,109.26
2025-08-19 10:49:00,109.26,109.77,109.22,109.64
2025-08-19 10:50:00,109.64,110.75,109.61,110.62
2025-08-19 10:51:00,110.62,111.15,108.71,108.8
2025-08-19 10:52:00,108.8,108.81,108.75,108.77
2025-08-19 10:53:00,108.77,109.15,106.15,107.14
2025-08-19 10:54:00,107.14,107.49,103.74,105.17
2025-08-19 10:55:00,105.17,105.31,104.68,104.7
2025-08-19 10:56:00,104.7,104.77,103.89,104.22
2025-08-19 10:57:00,104.22,105.06,103.98,104.94
2025-08-19 10:58:00,104.94,105.07,103.92,103.98
2025-08-19 10:59:00,103.98,106.34,103.31,105.9
2025-08-19 11:00:00,105.9,107.16,105.6,106.7
2025-08-19 11:01:00,106.7,107.9,106.4,107.7
2025-08-19 11:02:00,107.7,110.47,106.95,109.76
2025-08-19 11:03:00,109.76,109.95,109.73,109.94
2025-08-19 11:04:00,109.94,112.04,109.65,111.26
2025-08-19 11:05:00,111.26,113.2,110.34,112.84
2025-08-19 11:06:00,112.84,114.76,112.58,114.48
2025-08-19 11:07:00,114.48,114.99,111.94,112.62
2025-08-19 11:08:00,112.62,112.93,109.52,110.56
2025-08-19 11:09:00,110.56,111.05,109.06,109.57
2025-08-19 11:10:00,109.57,110.32,106.85,107.92
2025-08-19 11:11:00,107.92,108.26,106.89,107.08
2025-08-19 11:12:00,107.08,107.1,106.44,106.57
2025-08-19 11:13:00,106.57,107.75,106.42,107.33
2025-08-19 11:14:00,107.33,107.83,106.06,106.16
2025-08-19 11:15:00,106.16,108.73,105.61,107.82
2025-08-19 11:16:00,107.82,108.46,107.68,108.31
2025-08-19 11:17:00,108.31,108.5,105.72,106.21
2025-08-19 11:18:00,106.21,106.25,105.88,106.0
2025-08-19 11:19:00,106.0,106.08,103.87,104.72
2025-08-19 11:20:00,104.72,107.33,104.43,106.19
2025-08-19 11:21:00,106.19,108.98,105.68,108.02
2025-08-19 11:22:00,108.02,108.33,107.19,107.48
2025-08-19 11:23:00,107.48,107.48,107.34,107.35
2025-08-19 11:24:00,107.35,107.38,107.26,107.27
2025-08-19 11:25:00,107.27,108.5,107.18,108.4
2025-08-19 11:26:00,108.4,108.42,107.69,108.02
2025-08-19 11:27:00,108.02,111.22,107.97,109.81
2025-08-19 11:28:00,109.81,111.38,109.6,111.01
2025-08-19 11:29:00,111.01,113.26,110.58,112.93
2025-08-19 11:30:00,112.93,113.3,109.53,110.86
2025-08-19 11:31:00,110.86,111.4,107.77,108.83
2025-08-19 11:32:00,108.83,110.7,108.56,109.89
2025-08-19 11:33:00,109.89,110.25,109.88,110.12
2025-08-19 11:34:00,110.12,112.04,109.71,112.03
2025-08-19 11:35:00,112.03,112.06,111.9,111.93
2025-08-19 11:36:00,111.93,112.14,111.87,112.07
2025-08-19 11:37:00,112.07,112.26,111.1,111.31
2025-08-19 11:38:00,111.31,111.44,109.8,110.02
2025-08-19 11:39:00,110.02,110.11,109.67,109.7
2025-08-19 11:40:00,109.7,111.4,109.52,110.87
2025-08-19 11:41:00,110.87,113.78,110.09,112.94
2025-08-19 11:42:00,112.94,113.03,112.11,112.41
2025-08-19 11:43:00,112.41,112.61,112.37,112.57
2025-08-19 11:44:00,112.57,112.57,112.57,112.57
2025-08-19 11:45:00,112.57,112.92,112.55,112.91
2025-08-19 11:46:00,112.91,113.69,112.86,113.52
2025-08-19 11:47:00,113.52,113.76,112.49,112.53
2025-08-19 11:48:00,112.53,115.12,111.57,114.77
2025-08-19 11:49:00,114.77,115.63,114.7,115.46
2025-08-19 11:50:00,115.46,117.53,115.22,117.36
2025-08-19 11:51:00,117.36,119.02,117.28,118.22
2025-08-19 11:52:00,118.22,118.25,117.98,118.01
2025-08-19 11:53:00,118.01,118.38,116.38,116.72
2025-08-19 11:54:00,116.72,116.79,115.85,116.28
2025-08-19 11:55:00,116.28,118.26,116.09,117.43
2025-08-19 11:56:00,117.43,117.54,117.18,117.18
2025-08-19 11:57:00,117.18,117.37,115.76,116.22
2025-08-19 11:58:00,116.22,116.22,116.15,116.16
2025-08-19 11:59:00,116.16,116.17,116.07,116.1
2025-08-19 12:00:00,116.1,116.33,115.22,115.59
2025-08-19 12:01:00,115.59,118.55,115.53,117.33
2025-08-19 12:02:00,117.33,117.42,114.7,115.63
2025-08-19 12:03:00,115.63,115.64,115.62,115.62
2025-08-19 12:04:00,115.62,116.1,115.52,116.02
2025-08-19 12:05:00,116.02,116.54,113.82,114.36
2025-08-19 12:06:00,114.36,114.57,114.32,114.52
2025-08-19 12:07:00,114.52,114.57,113.97,114.17
2025-08-19 12:08:00,114.17,116.12,114.02,115.66
2025-08-19 12:09:00,115.66,115.79,115.62,115.77
2025-08-19 12:10:00,115.77,115.96,115.75,115.94
2025-08-19 12:11:00,115.94,116.03,114.56,115.06
2025-08-19 12:12:00,115.06,115.48,113.41,113.9
2025-08-19 12:13:00,113.9,113.9,113.05,113.09
2025-08-19 12:14:00,113.09,115.41,112.3,114.96
2025-08-19 12:15:00,114.96,115.43,113.82,113.86
2025-08-19 12:16:00,113.86,115.21,113.48,115.12
2025-08-19 12:17:00,115.12,115.78,115.06,115.66
2025-08-19 12:18:00,115.66,116.81,115.4,116.33
2025-08-19 12:19:00,116.33,116.55,114.73,114.8
2025-08-19 12:20:00,114.8,114.96,113.11,113.51
2025-08-19 12:21:00,113.51,114.99,113.43,114.72
2025-08-19 12:22:00,114.72,115.03,111.43,112.64
2025-08-19 12:23:00,112.64,112.95,109.93,110.6
2025-08-19 12:24:00,110.6,111.46,110.35,111.33
2025-08-19 12:25:00,111.33,114.12,110.72,113.22
2025-08-19 12:26:00,113.22,113.41,111.85,112.41
2025-08-19 12:27:00,112.41,112.49,112.4,112.47
2025-08-19 12:28:00,112.47,112.55,111.07,111.54
2025-08-19 12:29:00,111.54,111.54,109.3,110.35
2025-08-19 12:30:00,110.35,110.89,108.83,108.86
2025-08-19 12:31:00,108.86,111.33,108.13,110.41
2025-08-19 12:32:00,110.41,110.75,107.49,108.41
2025-08-19 12:33:00,108.41,108.6,108.39,108.58
2025-08-19 12:34:00,108.58,110.45,108.53,110.17
2025-08-19 12:35:00,110.17,110.35,108.56,108.94
2025-08-19 12:36:00,108.94,109.67,108.93,109.64
2025-08-19 12:37:00,109.64,109.75,106.69,107.82
2025-08-19 12:38:00,107.82,108.04,107.0,107.16
2025-08-19 12:39:00,107.16,109.08,107.09,108.73
2025-08-19 12:40:00,108.73,111.41,108.65,110.72
2025-08-19 12:41:00,110.72,110.78,108.62,109.14
2025-08-19 12:42:00,109.14,109.3,108.3,108.5
2025-08-19 12:43:00,108.5,109.12,106.45,106.55
2025-08-19 12:44:00,106.55,107.42,106.4,107.17
2025-08-19 12:45:00,107.17,107.69,107.06,107.56
2025-08-19 12:46:00,107.56,108.12,105.26,105.56
2025-08-19 12:47:00,105.56,106.16,103.83,104.2
2025-08-19 12:48:00,104.2,104.55,102.07,102.8
2025-08-19 12:49:00,102.8,104.21,102.78,103.91
2025-08-19 12:50:00,103.91,103.98,103.9,103.95
2025-08-19 12:51:00,103.95,104.93,103.74,104.87
2025-08-19 12:52:00,104.87,107.68,104.68,106.71
2025-08-19 12:53:00,106.71,106.89,105.06,105.28
2025-08-19 12:54:00,105.28,105.36,103.3,103.67
2025-08-19 12:55:00,103.67,103.69,102.26,102.49
2025-08-19 12:56:00,102.49,102.76,99.87,100.67
2025-08-19 12:57:00,100.67,101.2,100.56,101.17
2025-08-19 12:58:00,101.17,103.28,100.76,103.14
2025-08-19 12:59:00,103.14,103.63,101.51,101.74
2025-08-19 13:00:00,101.74,104.04,101.09,103.31
2025-08-19 13:01:00,103.31,104.49,103.1,104.43
2025-08-19 13:02:00,104.43,105.21,104.42,105.03
2025-08-19 13:03:00,105.03,105.41,104.92,105.31
2025-08-19 13:04:00,105.31,107.18,105.09,106.57
2025-08-19 13:05:00,106.57,107.24,104.45,104.64
2025-08-19 13:06:00,104.64,105.33,104.55,105.18
2025-08-19 13:07:00,105.18,106.61,104.77,106.46
2025-08-19 13:08:00,106.46,106.52,105.53,105.83
2025-08-19 13:09:00,105.83,106.12,103.5,103.73
2025-08-19 13:10:00,103.73,104.03,102.87,103.12
2025-08-19 13:11:00,103.12,103.15,102.58,102.7
2025-08-19 13:12:00,102.7,104.3,102.64,103.69
2025-08-19 13:13:00,103.69,105.13,103.62,104.6
2025-08-19 13:14:00,104.6,104.71,103.48,103.53
2025-08-19 13:15:00,103.53,104.74,103.33,104.41
2025-08-19 13:16:00,104.41,104.62,104.4,104.53
2025-08-19 13:17:00,104.53,104.77,103.4,103.68
2025-08-19 13:18:00,103.68,103.7,103.31,103.41
2025-08-19 13:19:00,103.41,106.13,103.32,105.16
2025-08-19 13:20:00,105.16,107.11,104.78,106.98
2025-08-19 13:21:00,106.98,107.28,106.98,107.17
2025-08-19 13:22:00,107.17,107.35,105.48,106.25
2025-08-19 13:23:00,106.25,107.59,106.06,107.36
2025-08-19 13:24:00,107.36,107.38,107.06,107.09
2025-08-19 13:25:00,107.09,107.12,105.82,106.15
2025-08-19 13:26:00,106.15,108.86,105.97,107.94
2025-08-19 13:27:00,107.94,108.11,107.02,107.1
2025-08-19 13:28:00,107.1,108.52,106.93,108.06
2025-08-19 13:29:00,108.06,108.46,108.04,108.31
2025-08-19 13:30:00,108.31,109.17,108.14,108.96
2025-08-19 13:31:00,108.96,109.14,108.37,108.45
2025-08-19 13:32:00,108.45,111.59,108.42,110.22
2025-08-19 13:33:00,110.22,110.23,109.37,109.5
2025-08-19 13:34:00,109.5,112.0,109.3,111.12
2025-08-19 13:35:00,111.12,112.58,110.94,112.31
2025-08-19 13:36:00,112.31,112.37,111.25,111.74
2025-08-19 13:37:00,111.74,113.04,111.2,112.93
2025-08-19 13:38:00,112.93,114.37,112.62,113.89
2025-08-19 13:39:00,113.89,113.97,112.79,112.89
2025-08-19 13:40:00,112.89,113.77,112.68,113.69
2025-08-19 13:41:00,113.69,113.91,112.63,112.97
2025-08-19 13:42:00,112.97,115.07,112.88,114.12
2025-08-19 13:43:00,114.12,114.16,113.99,114.04
2025-08-19 13:44:00,114.04,114.09,113.54,113.7
2025-08-19 13:45:00,113.7,113.96,111.11,112.25
2025-08-19 13:46:00,112.25,112.33,111.29,111.7
2025-08-19 13:47:00,111.7,112.5,111.49,112.47
2025-08-19 13:48:00,112.47,112.78,110.55,111.04
2025-08-19 13:49:00,111.04,111.06,110.94,110.96
2025-08-19 13:50:00,110.96,111.46,110.94,111.39
2025-08-19 13:51:00,111.39,112.36,111.26,111.98
2025-08-19 13:52:00,111.98,113.83,111.73,113.22
2025-08-19 13:53:00,113.22,116.1,113.03,114.84
2025-08-19 13:54:00,114.84,115.14,113.96,114.1
2025-08-19 13:55:00,114.1,114.42,114.05,114.36
2025-08-19 13:56:00,114.36,114.45,114.33,114.45
2025-08-19 13:57:00,114.45,114.85,112.14,112.74
2025-08-19 13:58:00,112.74,113.38,109.9,110.55
2025-08-19 13:59:00,110.55,110.96,108.88,108.92
2025-08-19 14:00:00,108.92,109.4,108.78,109.34
2025-08-19 14:01:00,109.34,109.38,106.83,107.67
2025-08-19 14:02:00,107.67,110.2,107.67,109.36
2025-08-19 14:03:00,109.36,110.38,109.22,110.05
2025-08-19 14:04:00,110.05,110.48,107.37,108.01
2025-08-19 14:05:00,108.01,108.63,105.4,105.97
2025-08-19 14:06:00,105.97,106.41,104.2,104.21
2025-08-19 14:07:00,104.21,104.23,104.13,104.16
2025-08-19 14:08:00,104.16,104.75,101.75,102.63
2025-08-19 14:09:00,102.63,102.7,102.62,102.69
2025-08-19 14:10:00,102.69,102.96,101.77,101.79
2025-08-19 14:11:00,101.79,103.74,101.47,103.08
2025-08-19 14:12:00,103.08,104.3,103.04,104.28
2025-08-19 14:13:00,104.28,105.47,104.2,105.28
2025-08-19 14:14:00,105.28,107.81,105.23,106.84
2025-08-19 14:15:00,106.84,106.96,106.56,106.64
2025-08-19 14:16:00,106.64,109.06,106.27,108.39
2025-08-19 14:17:00,108.39,108.41,107.66,107.84
2025-08-19 14:18:00,107.84,107.85,107.81,107.82
2025-08-19 14:19:00,107.82,108.12,107.79,108.0
2025-08-19 14:20:00,108.0,108.21,106.76,107.31
2025-08-19 14:21:00,107.31,107.38,104.63,105.32
2025-08-19 14:22:00,105.32,105.66,104.47,104.48
2025-08-19 14:23:00,104.48,104.76,102.93,103.62
2025-08-19 14:24:00,103.62,104.73,101.03,101.6
2025-08-19 14:25:00,101.6,104.93,101.27,103.48
2025-08-19 14:26:00,103.48,103.64,101.74,102.43
2025-08-19 14:27:00,102.43,102.61,101.53,101.75
2025-08-19 14:28:00,101.75,102.08,99.39,100.31
2025-08-19 14:29:00,100.31,100.37,99.91,99.94
2025-08-19 14:30:00,99.94,100.8,99.74,100.62
2025-08-19 14:31:00,100.62,102.1,100.27,101.69
2025-08-19 14:32:00,101.69,103.81,100.98,103.01
2025-08-19 14:33:00,103.01,104.84,102.7,104.76
2025-08-19 14:34:00,104.76,105.86,104.72,105.63
2025-08-19 14:35:00,105.63,105.99,105.53,105.94
2025-08-19 14:36:00,105.94,108.04,105.84,107.25
2025-08-19 14:37:00,107.25,110.46,106.54,109.25
2025-08-19 14:38:00,109.25,109.37,108.78,108.86
2025-08-19 14:39:00,108.86,109.29,106.28,106.75
2025-08-19 14:40:00,106.75,107.59,104.24,104.87
2025-08-19 14:41:00,104.87,108.35,104.73,106.86
2025-08-19 14:42:00,106.86,108.08,106.32,108.02
2025-08-19 14:43:00,108.02,108.85,107.73,108.62
2025-08-19 14:44:00,108.62,108.83,105.36,106.63
2025-08-19 14:45:00,106.63,106.63,103.96,104.54
2025-08-19 14:46:00,104.54,104.54,104.41,104.45
2025-08-19 14:47:00,104.45,105.83,104.38,105.65
2025-08-19 14:48:00,105.65,105.73,104.64,104.79
2025-08-19 14:49:00,104.79,104.81,104.15,104.36
2025-08-19 14:50:00,104.36,104.45,103.12,103.49
2025-08-19 14:51:00,103.49,103.87,103.43,103.74
2025-08-19 14:52:00,103.74,103.78,102.26,102.47
2025-08-19 14:53:00,102.47,102.57,100.56,101.05
2025-08-19 14:54:00,101.05,103.5,101.03,102.83
2025-08-19 14:55:00,102.83,105.16,102.41,104.11
2025-08-19 14:56:00,104.11,105.64,103.69,105.27
2025-08-19 14:57:00,105.27,105.44,102.69,103.32
2025-08-19 14:58:00,103.32,103.32,103.27,103.29
2025-08-19 14:59:00,103.29,103.5,101.13,101.34
2025-08-19 15:00:00,101.34,101.85,99.25,100.05
2025-08-19 15:01:00,100.05,100.15,98.82,99.33
2025-08-19 15:02:00,99.33,100.0,97.44,97.44
2025-08-19 15:03:00,97.44,97.52,96.51,96.71
2025-08-19 15:04:00,96.71,98.72,96.57,98.19
2025-08-19 15:05:00,98.19,99.91,98.02,99.57
2025-08-19 15:06:00,99.57,100.94,99.46,100.66
2025-08-19 15:07:00,100.66,102.52,100.46,101.92
2025-08-19 15:08:00,101.92,103.89,101.41,103.79
2025-08-19 15:09:00,103.79,106.23,103.1,105.53
2025-08-19 15:10:00,105.53,106.18,101.99,103.44
2025-08-19 15:11:00,103.44,103.71,102.47,102.54
2025-08-19 15:12:00,102.54,102.73,101.62,101.89
2025-08-19 15:13:00,101.89,104.28,101.45,103.7
2025-08-19 15:14:00,103.7,104.26,101.32,101.76
2025-08-19 15:15:00,101.76,103.36,101.69,102.99
2025-08-19 15:16:00,102.99,103.37,100.81,101.25
2025-08-19 15:17:00,101.25,102.11,101.13,101.98
2025-08-19 15:18:00,101.98,101.99,101.57,101.61
2025-08-19 15:19:00,101.61,103.05,101.1,102.95
2025-08-19 15:20:00,102.95,103.21,102.88,103.12
2025-08-19 15:21:00,103.12,103.15,103.02,103.05
2025-08-19 15:22:00,103.05,103.35,101.05,101.36
2025-08-19 15:23:00,101.36,101.44,101.35,101.41
2025-08-19 15:24:00,101.41,101.46,101.18,101.23
2025-08-19 15:25:00,101.23,103.04,101.01,102.95
2025-08-19 15:26:00,102.95,104.65,102.46,104.35
2025-08-19 15:27:00,104.35,106.78,104.22,105.97
2025-08-19 15:28:00,105.97,108.8,105.86,108.06
2025-08-19 15:29:00,108.06,108.26,106.01,106.71
2025-08-19 15:30:00,106.71,106.79,105.62,105.98
2025-08-19 15:31:00,105.98,107.79,105.49,107.28
2025-08-19 15:32:00,107.28,108.03,107.27,107.93
2025-08-19 15:33:00,107.93,108.62,107.81,108.42
2025-08-19 15:34:00,108.42,111.22,107.78,110.56
2025-08-19 15:35:00,110.56,111.99,110.45,111.54
2025-08-19 15:36:00,111.54,111.61,111.51,111.6
2025-08-19 15:37:00,111.6,111.65,111.35,111.41
2025-08-19 15:38:00,111.41,111.65,109.97,110.34
2025-08-19 15:39:00,110.34,111.31,107.25,108.57
2025-08-19 15:40:00,108.57,108.99,107.08,107.75
2025-08-19 15:41:00,107.75,107.92,105.17,106.06
2025-08-19 15:42:00,106.06,106.14,104.95,105.39
2025-08-19 15:43:00,105.39,105.39,105.39,105.39
2025-08-19 15:44:00,105.39,105.4,104.89,104.97
2025-08-19 15:45:00,104.97,105.09,103.44,103.98
2025-08-19 15:46:00,103.98,104.01,103.8,103.88
2025-08-19 15:47:00,103.88,103.94,103.87,103.92
2025-08-19 15:48:00,103.92,104.08,103.07,103.31
2025-08-19 15:49:00,103.31,104.21,103.31,103.84
2025-08-19 15:50:00,103.84,105.26,103.66,104.84
2025-08-19 15:51:00,104.84,105.78,101.88,102.92
2025-08-19 15:52:00,102.92,105.24,102.21,104.41
2025-08-19 15:53:00,104.41,106.86,103.86,105.71
2025-08-19 15:54:00,105.71,106.01,104.57,104.81
2025-08-19 15:55:00,104.81,104.97,104.26,104.39
2025-08-19 15:56:00,104.39,104.4,104.27,104.3
2025-08-19 15:57:00,104.3,105.41,104.15,104.92
2025-08-19 15:58:00,104.92,105.07,102.69,103.58
2025-08-19 15:59:00,103.58,103.86,102.37,102.87
2025-08-19 16:00:00,102.87,103.52,102.84,103.21
2025-08-19 16:01:00,103.21,105.66,102.27,105.24
2025-08-19 16:02:00,105.24,105.54,102.13,103.5
2025-08-19 16:03:00,103.5,103.58,103.5,103.56
2025-08-19 16:04:00,103.56,106.69,103.46,105.15
2025-08-19 16:05:00,105.15,105.48,105.11,105.38
2025-08-19 16:06:00,105.38,106.54,105.32,106.16
2025-08-19 16:07:00,106.16,106.2,106.15,106.19
2025-08-19 16:08:00,106.19,106.24,105.92,106.0
2025-08-19 16:09:00,106.0,106.39,104.0,104.5
2025-08-19 16:10:00,104.5,105.04,104.49,104.87
2025-08-19 16:11:00,104.87,107.19,104.18,106.91
2025-08-19 16:12:00,106.91,107.23,106.91,107.13
2025-08-19 16:13:00,107.13,109.75,106.72,109.0
2025-08-19 16:14:00,109.0,110.62,108.81,110.4
2025-08-19 16:15:00,110.4,112.41,110.36,111.9
2025-08-19 16:16:00,111.9,114.23,111.44,113.96
2025-08-19 16:17:00,113.96,113.98,111.05,112.24
2025-08-19 16:18:00,112.24,114.71,111.67,113.86
2025-08-19 16:19:00,113.86,114.66,111.92,112.03
2025-08-19 16:20:00,112.03,112.78,112.02,112.56
2025-08-19 16:21:00,112.56,113.09,110.47,110.61
2025-08-19 16:22:00,110.61,110.91,109.96,109.96
2025-08-19 16:23:00,109.96,112.1,109.92,111.28
2025-08-19 16:24:00,111.28,111.68,108.81,109.18
2025-08-19 16:25:00,109.18,110.91,108.78,110.46
2025-08-19 16:26:00,110.46,110.68,109.86,109.89
2025-08-19 16:27:00,109.89,109.92,108.56,108.93
2025-08-19 16:28:00,108.93,109.24,107.7,108.14
2025-08-19 16:29:00,108.14,109.49,107.95,109.06
2025-08-19 16:30:00,109.06,112.05,108.28,110.85
2025-08-19 16:31:00,110.85,111.29,109.29,109.68
2025-08-19 16:32:00,109.68,110.17,109.54,110.0
2025-08-19 16:33:00,110.0,110.01,109.87,109.93
2025-08-19 16:34:00,109.93,110.09,107.97,108.09
2025-08-19 16:35:00,108.09,109.4,107.79,109.2
2025-08-19 16:36:00,109.2,110.64,109.06,110.57
2025-08-19 16:37:00,110.57,110.59,110.0,110.1
2025-08-19 16:38:00,110.1,110.16,109.74,109.76
2025-08-19 16:39:00,109.76,113.25,109.12,111.54
2025-08-19 16:40:00,111.54,112.04,110.01,110.12
2025-08-19 16:41:00,110.12,110.24,109.14,109.37
2025-08-19 16:42:00,109.37,110.36,109.17,110.31
2025-08-19 16:43:00,110.31,112.04,110.06,111.71
2025-08-19 16:44:00,111.71,112.17,110.14,110.24
2025-08-19 16:45:00,110.24,110.92,107.26,108.07
2025-08-19 16:46:00,108.07,110.5,107.2,109.93
2025-08-19 16:47:00,109.93,110.94,109.66,110.94
2025-08-19 16:48:00,110.94,112.0,110.57,111.88
2025-08-19 16:49:00,111.88,112.09,110.92,111.26
2025-08-19 16:50:00,111.26,111.35,110.15,110.3
2025-08-19 16:51:00,110.3,110.75,110.23,110.69
2025-08-19 16:52:00,110.69,110.88,108.35,108.88
2025-08-19 16:53:00,108.88,108.96,108.47,108.63
2025-08-19 16:54:00,108.63,108.65,108.47,108.55
2025-08-19 16:55:00,108.55,108.57,105.75,106.41
2025-08-19 16:56:00,106.41,108.57,105.95,108.19
2025-08-19 16:57:00,108.19,108.51,106.43,106.95
2025-08-19 16:58:00,106.95,107.15,106.03,106.36
2025-08-19 16:59:00,106.36,106.38,104.83,105.51
2025-08-19 17:00:00,105.51,106.51,105.12,106.42
2025-08-19 17:01:00,106.42,106.99,103.51,104.43
2025-08-19 17:02:00,104.43,105.84,104.32,105.83
2025-08-19 17:03:00,105.83,105.84,105.72,105.77
